NAME	X	Y	Element	BOS	TOS	Layer
S_386750N1219976W001	587161.4439	4281188.285	8573	101.1893	111.9603	-1
S_386759N1216446W001	617867.6465	4281682.917	9796	-56.12	-12.0985	-1
S_386759N1216446W002	617867.6465	4281682.917	9796	-261.12	-217.0986	-1
S_386772N1216337W001	618822.3958	4281841.382	9800	-27.98	6.655	-1
S_386774N1220264W001	584722.9126	4281428.361	8571	133.612	145.8419	-1
S_386782N1215943W001	622300.2719	4282004.966	10125	-1053.22	-1043.22	-1
S_386782N1215943W002	622300.2719	4282004.966	10125	-788.22	-778.22	-1
S_386782N1215943W003	622300.2719	4282004.966	10125	-383.22	-363.22	-1
S_386782N1215943W004	622300.2719	4282004.966	10125	-173.22	-153.22	-1
S_386790N1216348W001	618732.432	4282039.836	9800	-245.98	-210.2995	-1
S_386821N1216345W001	618727.3089	4282383.849	9801	-20.46	15.6983	-1
S_386821N1216345W002	618727.3089	4282383.849	9801	-90.65	-54.4918	-1
S_386838N1216439W001	617941.668	4282560.881	9672	-24.63	17.8369	-1
S_386838N1216439W002	617941.668	4282560.881	9672	-115.86	-73.3932	-1
S_386848N1216146W001	620462.4498	4282709.572	10026	-74.61	-49.3867	-1
S_386853N1216082W001	621070.4689	4282774.282	10027	-219.3149	-196.0857	-1
S_386854N1218361W001	601239.1581	4282508.851	8840	-40.23	-21.23	-1
S_386864N1215222W001	628548.7846	4283013.477	10129	-727.66	-717.66	-1
S_386864N1215222W002	628548.7846	4283013.477	10129	-462.66	-442.66	-1
S_386864N1215222W003	628548.7846	4283013.477	10129	-182.66	-162.66	-1
S_386982N1213992W001	639224.3986	4284502.703	9847	-136.99	-123.4264	-1
S_387000N1213529W001	643221.2484	4284773.371	9849	-63.65	-53.65	-1
S_387000N1213529W002	643221.2484	4284773.371	9849	-161.65	-151.65	-1
S_387000N1213529W003	643221.2484	4284773.371	9849	-217.65	-207.65	-1
S_387000N1213529W004	643221.2484	4284773.371	9849	-345.65	-325.65	-1
S_387023N1215581W001	625389.7752	4284728.064	10031	-276	-145	-1
S_387067N1216993W001	613121.6315	4285032.787	9199	-281.9941	-236.3819	-1
S_387117N1213327W001	644936.9037	4286103.247	9724	26.97	46.97	-1
S_387117N1213327W002	644936.9037	4286103.247	9724	-15.03	-5.03	-1
S_387117N1213327W003	644936.9037	4286103.247	9724	-133.03	-123.03	-1
S_387117N1213327W004	644936.9037	4286103.247	9724	-229.03	-219.03	-1
S_387138N1215047W001	629977.8124	4286078.141	9942	-67.53	-28.5788	-1
S_387139N1215459W001	626412.8566	4286031.849	9940	-210.5163	-119.0062	-1
S_387194N1219541W001	590932.742	4286158.078	8176	106.78	114.78	-1
S_387196N1216083W001	621012.6347	4286580.643	9809	-86.0966	-32.6355	-1
S_387207N1216909W001	613795.053	4286596.305	9092	-312.52	-270.5388	-1
S_387228N1213298W001	645175.2905	4287339.833	9724	-144.96	-124.96	-1
S_387228N1213298W002	645175.2905	4287339.833	9724	-334.96	-194.96	-1
S_387269N1212760W001	649861.3202	4287881.844	9604	-26.78	-0.78	-1
S_387290N1212518W001	651943.2482	4288154.457	9491	-115.44	-93.3616	-1
S_387331N1213610W002	642459.7945	4288434.188	9598	-551.78	-531.78	-1
S_387341N1214620W001	633678.661	4288392.829	9842	-136.06	-109.4169	-1
S_387357N1218299W001	601689.7321	4288097.32	8472	-158.24	-144.8047	-1
S_387363N1215312W001	627677.1613	4288538.474	9838	-144	-64	-1
S_387372N1215030W001	630109.2497	4288677.776	9840	-204.9632	-159.9958	-1
S_387377N1219421W001	591952.5102	4288200.813	7907	-76.22	-56.22	-1
S_387408N1216442W001	617848.0253	4288886.309	9321	-143	-103	-1
S_387432N1215588W001	625231.3924	4289265.512	9708	-193.7434	-125.9474	-1
S_387434N1215252W001	628185.9764	4289334.776	9710	-279.2419	-216.6914	-1
S_387480N1214946W001	630784.8847	4289887.703	9711	-255.9409	-218.1235	-1
S_387492N1220117W001	585854.7854	4289408.984	8036	-6.21	15.0292	-1
S_387508N1215235W001	628259.6427	4290157.387	9710	-397.5558	-345.2475	-1
S_387509N1215060W001	629823.6806	4290193.867	9711	-318.4478	-276.0957	-1
S_387510N1214647W001	633386.4434	4290263.928	9590	-152.57	-125.9731	-1
S_387511N1213389W001	644335.8723	4290466.23	9599	-112.58	-6.58	-1
S_387511N1215230W001	628346.0063	4290192.081	9710	-410.57	-359.1245	-1
S_387515N1212725W001	650070.6073	4290616.797	9489	114.98	124.98	-1
S_387515N1212725W002	650070.6073	4290616.797	9489	50.98	70.98	-1
S_387515N1212725W003	650070.6073	4290616.797	9489	-109.02	-89.02	-1
S_387515N1219619W001	590196.8702	4289712.304	7905	5.57	28.4601	-1
S_387539N1213994W001	639116.3151	4290684.031	9594	-93.8912	-74.4352	-1
S_387552N1215951W001	622082.1976	4290548.555	9830	-166.3799	-119.8855	-1
S_387582N1215075W001	629636.67	4291001.146	9588	-342.63	-304.4453	-1
S_387605N1215901W001	622507.6098	4291143.398	9831	-167.0254	-125.0627	-1
S_387605N1215946W001	622073.1666	4291136.716	9829	-172	-129	-1
S_387623N1213915W001	639708.221	4291626.896	9594	-48.44	-28.44	-1
S_387623N1213915W002	639708.221	4291626.896	9594	-463.44	-443.44	-1
S_387623N1213915W003	639708.221	4291626.896	9594	-653.44	-633.44	-1
S_387626N1213651W002	642053.6109	4291701.768	9482	-541.62	-531.62	-1
S_387630N1216325W001	618854.1452	4291365.434	9687	-168.6456	-137.4944	-1
S_387658N1216311W001	618936.3811	4291677.459	9687	-172	-142	-1
S_387682N1215482W001	626143.3793	4292054.976	9471	-258.1208	-225.6192	-1
S_387721N1216311W001	618925.9189	4292376.593	9688	-154.125	-122.2996	-1
S_387725N1216004W001	621618.3452	4292461.743	9828	-123.7893	-94.4319	-1
S_387755N1212753W001	649846.5804	4293276.98	9383	40.02	60.02	-1
S_387755N1212753W002	649846.5804	4293276.98	9383	-114.98	-94.98	-1
S_387783N1216078W001	620913.5581	4293094.785	9827	-75	-46	-1
S_387786N1213737W001	641240.0552	4293463.454	9480	-14.79	-4.79	-1
S_387786N1213737W002	641240.0552	4293463.454	9480	-374.79	-354.79	-1
S_387786N1213737W003	641240.0552	4293463.454	9480	-439.79	-429.79	-1
S_387792N1220447W001	582952.3611	4292707.645	7774	193.8	225.3657	-1
S_387793N1218123W001	603191.4257	4292955.832	8191	-747.2	-742.2	-1
S_387793N1218123W002	603191.4257	4292955.832	8191	-546.2	-541.2	-1
S_387793N1218123W003	603191.4257	4292955.832	8191	-345.2	-340.2	-1
S_387793N1218123W004	603191.4257	4292955.832	8191	-158.2	-138.2	-1
S_387814N1214701W001	632895.5155	4293630.3	9475	-370.61	-347.9564	-1
S_387849N1217742W001	606483.9392	4293620.836	8479	-179.53	-39.5425	-1
S_387864N1215774W001	623592.4498	4294035.118	9468	-146.7569	-130.1947	-1
S_387874N1215771W001	623590.7229	4294146.092	9468	-151.4615	-135.3374	-1
S_387910N1215973W001	621847.4726	4294518.758	9580	-169	-154	-1
S_387933N1217784W001	606124.0521	4294548.355	8611	-412.54	-110.54	-1
S_387951N1215993W001	621666.7978	4294971.089	9579	-170.2091	-149.2202	-1
S_387957N1213813W001	640598.3753	4295350.367	9374	-195.87	-175.87	-1
S_387957N1213813W002	640598.3753	4295350.367	9374	-405.87	-375.87	-1
S_387957N1213813W003	640598.3753	4295350.367	9374	-500.87	-480.87	-1
S_387971N1215119W001	629218.8694	4295312.413	9367	-224.2607	-207.6119	-1
S_387971N1216119W001	620534.4234	4295175.818	9578	-183	-131	-1
S_387977N1214521W001	634428.4502	4295465.518	9260	-226.2013	-206.4117	-1
S_387982N1214704W001	632864.3189	4295494.691	9259	-287.5059	-268.1296	-1
S_387985N1217275W001	610545.2455	4295185.845	8988	-298.92	-288.92	-1
S_387985N1217275W002	610545.2455	4295185.845	8988	-426.92	-416.92	-1
S_387985N1217275W003	610545.2455	4295185.845	8988	-493.92	-483.92	-1
S_388050N1216298W001	618958.0936	4296028.936	9459	-76.89	-33.8433	-1
S_388052N1215938W001	622083.7927	4296098.597	9466	-147.3881	-128.4575	-1
S_388066N1216021W001	621386.742	4296243.307	9461	-175	-133	-1
S_388068N1217384W001	609577.2745	4296093.679	8990	-119.77	-109.77	-1
S_388068N1217384W002	609577.2745	4296093.679	8990	-309.77	-299.77	-1
S_388068N1217384W003	609577.2745	4296093.679	8990	-651.77	-641.77	-1
S_388069N1214338W001	635974.1649	4296513.124	9261	-135.64	-116.4806	-1
S_388081N1217940W001	604712.8288	4296172.301	8482	-370.54	-320.9598	-1
S_388087N1215189W001	628590.0993	4296589.856	9257	-149.5488	-136.3618	-1
S_388108N1215348W001	627197.0733	4296800.515	9365	-89.107	-77.3961	-1
S_388145N1213491W002	643339.8221	4297486.444	9267	-314.31	-294.31	-1
S_388159N1215728W001	623889.1233	4297292.092	9362	-128.9452	-114.6112	-1
S_388185N1215461W001	626228.3702	4297639.773	9255	-190.52	-178.3036	-1
S_388208N1215397W001	626745.2038	4297903.322	9255	-69.63	-58.8731	-1
S_388235N1216079W001	620837.6878	4298077.535	9462	-135.29	-105.29	-1
S_388235N1216079W002	620837.6878	4298077.535	9462	-650.29	-630.29	-1
S_388235N1216079W003	620837.6878	4298077.535	9462	-895.29	-885.29	-1
S_388235N1216079W004	620837.1806	4298110.828	9462	-1190.29	-1180.29	-1
S_388260N1215394W001	626822.7925	4298481.782	9255	-859	-849	-1
S_388260N1215394W002	626822.7925	4298481.782	9255	-274	-264	-1
S_388260N1215394W003	626822.7925	4298481.782	9255	-164	-154	-1
S_388260N1215394W004	626822.7925	4298481.782	9255	-89	-79	-1
S_388268N1215950W001	621960.1062	4298494.318	9465	-135	-115	-1
S_388342N1218578W001	599119.57	4298997.311	8058	-215.53	-135.53	-1
S_388361N1215959W001	621856.5842	4299580.539	9464	-430.0367	-405.7777	-1
S_388361N1217778W002	606060.5471	4299298	8616	-40.52	-30.52	-1
S_388361N1217778W003	606060.5471	4299298	8616	-200.52	-190.52	-1
S_388362N1218352W001	601113.2186	4299233.365	8199	-585.55	-575.55	-1
S_388362N1218352W002	601113.2186	4299233.365	8199	-391	-381	-1
S_388362N1218352W003	601113.2186	4299233.365	8199	-160	-150	-1
S_388368N1217584W002	607795.401	4299399.092	8877	-171.63	-161.63	-1
S_388368N1217584W003	607795.401	4299399.092	8877	-323.63	-293.63	-1
S_388375N1217343W001	609877.3999	4299505.369	8994	-235.33	-131.33	-1
S_388393N1217330W002	609961.4233	4299706.325	9115	-99.67	-89.67	-1
S_388393N1217330W003	609961.4233	4299706.325	9115	-179.67	-169.67	-1
S_388393N1217330W004	609961.4233	4299706.325	9115	-289.67	-279.67	-1
S_388406N1215627W001	624713.8794	4300068.982	9146	-208.29	-120.29	-1
S_388436N1219233W001	593465.4671	4299971.934	7545	-382.51	-261.51	-1
S_388448N1213257W001	645275.186	4300885.409	9052	-106.3895	-94.4495	-1
S_388458N1215100W001	629304.431	4300719.763	9040	-399.8164	-380.6726	-1
S_388476N1212872W001	648654.1192	4301258.917	8937	95.45	100.45	-1
S_388476N1212872W002	648654.1192	4301258.917	8937	8.45	18.45	-1
S_388555N1215468W001	626076.2374	4301744.492	9038	-325.1242	-283.3341	-1
S_388593N1214885W001	631102.1417	4302247.891	8924	-638.38	-618.38	-1
S_388593N1214885W002	631102.1417	4302247.891	8924	-338.38	-328.38	-1
S_388593N1214885W003	631102.1417	4302247.891	8924	-93.38	-83.38	-1
S_388604N1213544W001	642813.9004	4302572.496	9050	-287	-267	-1
S_388604N1213544W002	642813.9004	4302572.496	9050	-207	-187	-1
S_388604N1213544W003	642813.9004	4302572.496	9050	-93	-73	-1
S_388604N1213544W004	642813.9004	4302572.496	9050	19	29	-1
S_388635N1218245W001	601942.0486	4302285.148	8205	-584.94	-574.94	-1
S_388635N1218245W002	601942.0486	4302285.148	8205	-384.94	-374.94	-1
S_388635N1218245W003	601942.0486	4302285.148	8205	-239.94	-229.94	-1
S_388666N1217749W001	606275.5313	4302686.186	8623	-472.57	-462.9145	-1
S_388672N1213019W001	647311.8819	4303409.789	8815	-89.67	-77.5479	-1
S_388673N1219565W001	590484.7289	4302567.735	7303	-144.5	-110.5622	-1
S_388674N1214243W001	636726.6574	4303242.159	8807	-80.68	-65.0201	-1
S_388691N1217143W001	611563.897	4303036.404	8763	-157.6	-139.5994	-1
S_388761N1217094W001	611986.6891	4303819.35	8631	-117.764	-97.764	-1
S_388761N1217094W002	611986.6891	4303819.35	8631	-257.764	-237.764	-1
S_388761N1217094W003	611986.6891	4303819.35	8631	-567.764	-547.764	-1
S_388761N1217094W004	611986.6891	4303819.35	8631	-672.764	-632.764	-1
S_388803N1215814W001	623083.1574	4304450.295	9250	-301.5794	-263.9313	-1
S_388813N1217525W001	608267.3347	4302979.551	8756	-31.29	-21.29	-1
S_388813N1217525W002	608267.3347	4302979.551	8756	-241.29	-221.29	-1
S_388813N1217525W003	608267.3347	4302979.551	8756	-535.29	-515.29	-1
S_388813N1218219W001	602176.8423	4304263.834	8066	-505.45	-495.45	-1
S_388813N1218219W002	602176.8423	4304263.834	8066	-210.45	-200.45	-1
S_388813N1218219W003	602176.8423	4304263.834	8066	-340.45	-330.45	-1
S_388826N1213078W001	646759.6268	4305109.2	8815	46	66	-1
S_388826N1213078W002	646759.6268	4305109.2	8815	84	94	-1
S_388837N1218762W001	597489.6022	4304471.098	7799	-565.97	-555.67	-1
S_388837N1218762W002	597489.6022	4304471.098	7799	-356.57	-346.57	-1
S_388843N1213773W001	640771.0426	4305189.145	8810	-547.27	-529.2254	-1
S_388847N1219665W001	589682.0484	4304489.776	7093	-103.9	-83.9	-1
S_388847N1219665W002	589682.0484	4304489.776	7093	-326.9	-306.9	-1
S_388847N1219665W003	589682.0484	4304489.776	7093	-499.9	-479.9	-1
S_388931N1212757W001	649513.3813	4306326.444	8680	117.6933	126.2213	-1
S_388944N1215257W001	627828.766	4306090.687	8800	-555.2404	-534.403	-1
S_388957N1218611W001	598774.034	4305818.913	7800	-680.47	-670.47	-1
S_388957N1218611W002	598774.034	4305818.913	7800	-405.47	-395.47	-1
S_388963N1213206W001	645603.9915	4306608.785	8678	29.24	39.6681	-1
S_388965N1219139W001	594176.6988	4305851.647	7428	-683.43	-673.43	-1
S_388965N1219139W002	594176.6988	4305851.647	7428	-413.43	-393.43	-1
S_388965N1219139W003	594176.6988	4305851.647	7428	-263.43	-253.43	-1
S_388971N1213301W001	644821.8328	4306683.241	8678	-4	11	-1
S_388971N1213301W002	644821.8328	4306683.241	8678	54	64	-1
S_389075N1215237W001	627978.6951	4307547.291	8798	-734.04	-715.6096	-1
S_389116N1215238W001	627971.3313	4308002.298	8798	-921.04	-901.04	-1
S_389116N1215238W002	627971.3313	4308002.298	8798	-651.04	-631.04	-1
S_389116N1215238W003	627971.3313	4308002.298	8798	-131.04	-121.04	-1
S_389117N1215238W001	627971.3313	4308002.298	8798	-351.04	-341.04	-1
S_389128N1214522W001	634211.891	4308238.975	8542	-259.5716	-245.528	-1
S_389130N1215441W001	626234.7418	4308129.79	8918	-46.68	-28.0209	-1
S_389133N1218431W001	600310.2651	4307791.698	7805	-729.38	-719.38	-1
S_389133N1218431W002	600310.2651	4307791.698	7805	-539.38	-529.38	-1
S_389133N1218431W003	600310.2651	4307791.698	7805	-309.38	-299.38	-1
S_389163N1219875W001	587734.9771	4307975.129	6982	-38.9	-18.9	-1
S_389163N1219875W002	587734.9771	4307975.129	6982	-208.9	-188.9	-1
S_389163N1219875W003	587734.9771	4307975.129	6982	-468.9	-448.9	-1
S_389239N1219963W001	587032.1192	4308810.859	6869	-9.6	13.1278	-1
S_389249N1219140W001	594139.1728	4309003.298	7436	-692.06	-682.06	-1
S_389249N1219140W002	594139.1728	4309003.298	7436	-467.06	-457.06	-1
S_389249N1219140W003	594139.1728	4309003.298	7436	-257.06	-247.06	-1
S_389255N1213566W001	642423.4785	4309792.526	8548	-185	-165	-1
S_389255N1213566W002	642423.4785	4309792.526	8548	-45	-35	-1
S_389255N1213566W003	642423.4785	4309792.526	8548	40	50	-1
S_389255N1214969W001	630286.9568	4309583.123	8538	-304.8245	-293.0581	-1
S_389256N1215062W001	629506.5757	4309581.397	8665	-286.271	-274.9768	-1
S_389261N1219321W001	592577.2564	4309118.036	7311	-656.3359	-645.0924	-1
S_389278N1213964W002	639038.0818	4309987.57	8415	-7.69	12.31	-1
S_389281N1218056W001	603496.7043	4309475.471	8221	-173	-163	-1
S_389304N1218843W001	596732.3005	4309645.058	7560	-435.34	-425.34	-1
S_389304N1218843W002	596732.3005	4309645.058	7560	-600.34	-590.34	-1
S_389304N1218843W003	596732.3005	4309645.058	7560	-225.34	-215.34	-1
S_389306N1215975W001	621609.4047	4310010.948	8520	-46.213	-24.2941	-1
S_389322N1215277W001	627587.601	4310282.826	8664	-191.0024	-178.6948	-1
S_389327N1214594W001	633567.6314	4310437.16	8411	-322.71	-308.1055	-1
S_389328N1215489W001	625766.2543	4310320.228	8795	-54.262	-41.254	-1
S_389336N1218125W001	602968.6508	4310079.038	8077	-201.5942	-189.1606	-1
S_389389N1218161W001	602614.305	4310662.695	8078	-242.418	-226.9754	-1
S_389398N1216162W001	619947.1185	4310995.661	8387	-59.95	-11.95	-1
S_389410N1215254W001	627831.8385	4311263.633	8535	-213.0579	-199.8704	-1
S_389410N1215884W001	622371.6625	4311177.154	8652	-57.53	-47.53	-1
S_389452N1215992W001	621411.1366	4311628.545	8522	-127.919	-107.919	-1
S_389452N1215992W002	621411.1366	4311628.545	8522	-397.919	-387.919	-1
S_389452N1215992W003	621411.1366	4311628.545	8522	-562.919	-552.919	-1
S_389452N1215992W004	621411.1366	4311628.545	8522	-957.919	-947.919	-1
S_389453N1216159W001	619937.6811	4311617.131	8387	-31.48	-11.48	-1
S_389454N1215870W001	622450.7611	4311666.796	8523	-108.5095	-89.4621	-1
S_389481N1215866W001	622446.1151	4311966.435	8523	-70	-40	-1
S_389509N1215863W001	622527.9539	4312278.515	8523	-65.99	-52.99	-1
S_389525N1216161W001	619925.5456	4312416.165	8246	-134.8594	-118.1841	-1
S_389528N1217918W001	604673.9432	4312232.544	8225	-125	-115	-1
S_389528N1217918W002	604673.9432	4312232.544	8225	-205	-185	-1
S_389528N1217918W003	604673.9432	4312232.544	8225	-250	-240	-1
S_389539N1215186W001	628328.5902	4312703.682	8406	-275.5055	-259.2304	-1
S_389563N1215843W001	622691.9551	4312880.485	8391	0.85	10.85	-1
S_389571N1215858W001	622517.276	4312966.575	8391	2.33	12.33	-1
S_389605N1218102W001	603103.0241	4313066.531	7942	-270.17	-210.17	-1
S_389605N1218102W002	603103.0241	4313066.531	7942	-130.17	-100.17	-1
S_389605N1218102W003	603103.0241	4313066.531	7942	-60.17	-40.17	-1
S_389606N1218011W001	603882.6728	4313087.852	8081	-115.1584	-99.3061	-1
S_389628N1215557W001	625106.7414	4313639.92	8528	-50	-40	-1
S_389631N1213611W001	642001.6673	4313959.119	8281	26.9654	39.1974	-1
S_389641N1220620W001	581264.8613	4313211.055	6644	97.53	165.8442	-1
S_389665N1215747W001	623454.1045	4314024.615	8394	-78	-72	-1
S_389669N1218440W001	600148.1254	4313738.844	7567	-643.44	-633.44	-1
S_389669N1218440W002	600148.1254	4313738.844	7567	-383.44	-373.44	-1
S_389677N1215974W001	621546.014	4314128.2	8248	-134.5864	-121.7404	-1
S_389680N1215532W001	625357.5031	4314221.13	8399	-68	-35	-1
S_389683N1215213W001	628129.3373	4314298.952	8405	-345.9091	-325.2192	-1
S_389689N1218653W001	598326.0093	4313937.917	7566	-652	-642	-1
S_389689N1218653W002	598326.0093	4313937.917	7566	-295.45	-285.45	-1
S_389689N1218653W003	598326.0093	4313937.917	7566	-117	-107	-1
S_389692N1215408W001	626395.0095	4314370.887	8532	-454.3	-427.9912	-1
S_389694N1219259W001	593040.7391	4313929.329	7209	-842.77	-832.77	-1
S_389694N1219259W002	593040.7391	4313929.329	7209	-387.77	-377.77	-1
S_389694N1219259W003	593040.7391	4313929.329	7209	-245.77	-238.77	-1
S_389708N1215574W001	625006.034	4314526.37	8396	-95.9109	-67.9046	-1
S_389786N1216259W001	619015.3074	4315299.555	7973	-101.959	-86.6167	-1
S_389799N1214815W001	631486.7088	4315641.893	8130	-83.0838	-64.3045	-1
S_389803N1217675W001	606712.3514	4315312.224	7831	-121.63	-104.5921	-1
S_389807N1214267W001	636249.4343	4315811.536	8005	-121.9361	-105.4997	-1
S_389807N1214576W001	633564.1516	4315765.607	8132	-147.6187	-131.0381	-1
S_389813N1216356W001	618144.5888	4315586.172	7847	-84.7782	-69.8546	-1
S_389834N1214655W001	632866.1288	4316053.546	8131	-138.15	-121.3765	-1
S_389849N1219958W001	586957.5343	4315580.262	6764	-325.2495	-292.5288	-1
S_389857N1214880W001	630956.2847	4316276.924	7996	-35.23	-15.23	-1
S_389857N1214880W002	630956.2847	4316276.924	7996	-182.23	-152.23	-1
S_389857N1214880W003	630956.2847	4316276.924	7996	-268.23	-257.23	-1
S_389857N1214880W004	630956.2847	4316276.924	7996	14.77	34.77	-1
S_389860N1215738W001	623506.8577	4316190.039	8253	-164	-44	-1
S_389864N1213187W001	645593.0002	4316611.286	8422	115.05	125.177	-1
S_389868N1215739W001	623505.641	4316267.724	8254	-132.22	-112.22	-1
S_389885N1218051W001	603495.4746	4316179.52	7946	-78.61	-64.931	-1
S_389918N1215772W001	623236.9541	4316829.647	8254	-53.2007	-43.4183	-1
S_389928N1215479W001	625746.8012	4316980.283	8260	-295.71	-255.71	-1
S_389928N1215479W002	625746.8012	4316980.283	8260	-415.71	-375.71	-1
S_389928N1215479W003	625746.8012	4316980.283	8260	-510.71	-495.71	-1
S_389932N1215735W001	623494.5165	4316977.984	8254	-27	-21	-1
S_389937N1218240W001	601842.4372	4316735.169	7699	-110.81	-99.1986	-1
S_390015N1214775W001	631793.1244	4318044.826	7872	-34.8721	-19.9258	-1
S_390025N1215786W001	623045.2029	4318014.408	8256	-84	-44	-1
S_390087N1216722W001	614982.0887	4318569.76	7600	-19.45	-9.45	-1
S_390087N1216722W002	614982.0887	4318569.76	7600	-129.45	-119.45	-1
S_390087N1216722W003	614982.0887	4318569.76	7600	-219.45	-209.45	-1
S_390088N1220877W001	578962.5963	4318148.713	6437	-281.19	-161.19	-1
S_390088N1220877W003	578962.5963	4318148.713	6437	-63.19	78.81	-1
S_390121N1214252W001	636362.3838	4319299.298	7755	-205.7846	-189.5702	-1
S_390124N1218291W001	601382.7237	4318804.839	7573	-948.12	-938.12	-1
S_390124N1218291W002	601382.7237	4318804.839	7573	-508.12	-498.12	-1
S_390124N1218291W003	601382.7237	4318804.839	7573	-98.12	-88.12	-1
S_390124N1218291W004	601382.7237	4318804.839	7573	-13.12	-3.12	-1
S_390174N1214630W001	633062.2677	4319831.23	7752	5.71	15.71	-1
S_390174N1214630W002	633062.2677	4319831.23	7752	-130.29	-70.29	-1
S_390174N1214630W003	633062.2677	4319831.23	7752	-373.29	-353.29	-1
S_390201N1214765W001	631845.1738	4320110.494	7637	-127.7513	-112.6947	-1
S_390215N1216994W001	612623.7976	4319967.602	7479	-178	-73	-1
S_390216N1215561W001	625003.2387	4320165.447	7990	-290	-210	-1
S_390232N1214020W001	638332.1792	4320565.901	7882	-151.6439	-136.2563	-1
S_390244N1217813W001	605520.7516	4320191.13	7586	-24.6	-4.6	-1
S_390244N1217813W002	605520.7516	4320191.13	7586	-170.6	-140.6	-1
S_390244N1217813W003	605520.7516	4320191.13	7586	-460.6	-430.6	-1
S_390265N1215784W001	623003.09	4320711.186	7985	-92.32	-72.32	-1
S_390275N1220417W001	582923.5879	4320264.853	6441	-126.0909	-68.2921	-1
S_390291N1219319W001	592443.2201	4320548.432	6998	-367.58	-322.58	-1
S_390319N1215700W001	623773.2748	4321289.386	7986	-246.9459	-215.5181	-1
S_390398N1217181W001	610950.3439	4321975.142	7357	-221	-106	-1
S_390433N1218097W001	602982.8982	4322255.355	7584	-57.341	-40.4719	-1
S_390458N1216114W001	620200.8242	4322776.998	7608	-7.95	12.05	-1
S_390458N1216114W002	620200.8242	4322776.998	7608	-202.95	-182.95	-1
S_390458N1216114W003	620200.8242	4322776.998	7608	-631.95	-611.95	-1
S_390458N1216114W004	620200.8242	4322776.998	7608	-965.27	-945.27	-1
S_390483N1218664W001	598129.5897	4322748.317	7332	-136.61	-120.61	-1
S_390569N1221435W001	574063.7114	4323439.485	6152	12.51	69.4262	-1
S_390576N1221586W001	572765.1278	4323505.056	6243	-307.48	-217.48	-1
S_390590N1217538W001	607805.4328	4324062.609	7351	-287.12	-62.12	-1
S_390657N1218291W001	601306.5699	4324719.895	7345	-82.9323	-65.4169	-1
S_390679N1215161W001	628382.2383	4325359.528	7633	-343.6555	-318.512	-1
S_390679N1217641W001	606848.6935	4324415.848	7349	-211.5971	-108.9648	-1
S_390682N1216901W001	613328.273	4325161.453	7249	-58	-38	-1
S_390682N1216901W002	613328.273	4325161.453	7249	-188	-158	-1
S_390682N1216901W003	613328.273	4325161.453	7249	-528	-498	-1
S_390695N1217640W001	606924.3487	4325216.064	7240	-297.44	-177.44	-1
S_390696N1217778W001	605713.0439	4325210.785	7348	-17.921	2.079	-1
S_390696N1217778W002	605713.0439	4325210.785	7348	-199.921	-169.921	-1
S_390696N1217778W003	605713.0439	4325210.785	7348	-379.921	-359.921	-1
S_390696N1217778W004	605713.0439	4325210.785	7348	-709.921	-689.921	-1
S_390700N1217725W001	606231.51	4325262.172	7349	-125.14	-85.14	-1
S_390714N1214241W001	636334.9143	4325881.948	7520	-201.1391	-183.3291	-1
S_390752N1213738W001	640652.9522	4326379.881	7522	-97.3047	-81.3084	-1
S_390776N1215884W001	622136.4566	4326336.793	7737	-608.9132	-585.7057	-1
S_390914N1217685W001	606458.8694	4327640.61	7133	-273.0018	-222.2279	-1
S_390921N1221422W001	574199.885	4327347.439	6051	-84.02	-80.02	-1
S_390930N1219767W001	588468.3827	4327583.933	6561	-32.57	-8.57	-1
S_391010N1220900W001	578687.0303	4328378.878	6158	-86.7478	-72.4883	-1
S_391021N1221961W001	569520.0752	4328414.478	5954	14.51	50.51	-1
S_391051N1217012W001	612318.0799	4329242.907	6924	-104	-54	-1
S_391115N1217425W001	608847.2073	4330070.932	6814	-75	-11	-1
S_391124N1217226W001	610404.3917	4330026.075	6815	-241.17	-179.863	-1
S_391210N1222088W001	568377.6152	4330513.142	5858	-3.5	16.5	-1
S_391271N1215395W001	626200.2786	4331895.94	7387	-130.64	-109.793	-1
S_391275N1216569W001	616085.914	4331784.187	7044	-231.0614	-203.7909	-1
S_391279N1216989W001	612454.7613	4331775.708	6817	-196	-156	-1
S_391279N1216989W002	612454.7613	4331775.708	6817	-326	-306	-1
S_391279N1216989W003	612454.7613	4331775.708	6817	-430	-390	-1
S_391282N1214436W001	634496.6934	4332155.88	7176	-136.9007	-118.9169	-1
S_391324N1221974W001	569403.872	4331776.273	5767	-7.51	27.49	-1
S_391330N1222165W001	567761.0918	4331828.504	5856	-281.44	-241.44	-1
S_391330N1222165W002	567761.0918	4331828.504	5856	-31.44	-1.44	-1
S_391330N1222165W003	567761.0918	4331828.504	5856	48.56	98.56	-1
S_391401N1221325W001	574927.3601	4332681.671	5869	-94.54	-74.54	-1
S_391406N1216961W001	612693.833	4333188.869	6710	3.31	40.7119	-1
S_391414N1217442W001	608544.2259	4333219.143	6594	-253.67	-172.7445	-1
S_391489N1217259W001	610088.1628	4334073.173	6596	-151	-53	-1
S_391512N1216190W001	619330.6538	4334463.705	7151	-71.72	-47.9213	-1
S_391578N1214696W001	632193.8195	4335402.741	6957	-90.75	-72.5577	-1
S_391658N1217070W001	611703.3053	4335971.958	6598	-113.34	-93.34	-1
