NAME	X	Y	Element	BOS	TOS	Layer
C_382912N1213625W001	643203.4964	4239392.755	12888	-9.17	3.280839895	-1
C_382913N1213131W001	647523.7013	4239481.541	13046	-316.2	-124.196063	-1
C_382916N1214076W001	639258.414	4239368.233	12882	-187.9938451	-152.3380052	-1
C_382920N1212357W001	654291.4825	4239685.591	12584	-385.27	-18.26737533	-1
C_382920N1214194W001	638225.6696	4239394.908	12725	-148.5079528	-116.3511286	-1
C_382934N1213896W001	640829.1518	4239595.247	13036	-77.84	-35.34065617	-1
C_382935N1211328W001	663287.5836	4240028.838	12273	-14.69	58.18762467	-1
C_382936N1211747W001	659622.9208	4239966.736	12424	-108.71	-67.68506562	-1
C_382939N1213904W001	640758.2221	4239649.512	13036	-315.14	-272.5425591	-1
C_382940N1213379W001	645349.3641	4239741.866	12889	-40.51232283	36.44929134	-1
C_383000N1211712W001	659914.9651	4240683.001	12270	-159.72	-113.5969685	-1
C_383009N1214224W001	637946.4453	4240378.037	12725	-140.81	-104.8273885	-1
C_383089N1213210W001	646797.3033	4241422.015	12738	-220.3917323	-107.8497375	-1
C_383195N1214726W001	633522.5945	4242368.287	12873	-40.58	-9.327047244	-1
C_383204N1214430W001	636108.6154	4242511.356	12566	-147.09	-105.8491864	-1
C_383210N1213919W001	640574.7075	4242654.465	12728	-121.4	-56.56994751	-1
C_383237N1213272W001	646225.4595	4243054.525	12577	-166.69	-94.67950131	-1
C_383254N1213250W001	646414.3597	4243246.658	12577	-164.5434777	-87.6067979	-1
C_383270N1214736W001	633421.4202	4243199.097	12717	-111.58	-74.57212598	-1
C_383305N1211486W001	661823.482	4244106.986	11983	-138.19	-53.18343832	-1
C_383322N1210943W001	666566.1029	4244392.192	12278	-261.47	-163.8089108	-1
C_383354N1214177W001	638291.8674	4244213.458	12404	-154.0393176	-87.55867454	-1
C_383422N1213404W001	645034.6417	4245086.641	12410	-563.6	-466.2338583	-1
C_383430N1217280W001	611159.3222	4244637.688	11250	-39.3	-17.34199475	-1
C_383434N1214367W001	636616.1696	4245072.921	12403	-140.07	-77.29440945	-1
C_383442N1216147W001	621058.8706	4244913.316	11925	-135.54	-123.379895	-1
C_383504N1212971W001	648802.1275	4246065.502	12415	-88.68	-7.268254593	-1
C_383527N1211081W001	665313.2139	4246642.328	11986	-140.67	-31.66737533	-1
C_383587N1217118W001	612550.763	4246399.468	11252	-176.6	-157.4723753	-1
C_383610N1214825W001	632581.4351	4246959.178	12561	-187.06	-140.8710236	-1
C_383619N1214178W001	638232.7305	4247153.974	12247	-179.9289239	-83.65005249	-1
C_383632N1214513W001	635303.3589	4247248.588	12400	-167.7599606	-99.45024934	-1
C_383636N1212922W001	649203.2209	4247538.22	12260	-219.17	-137.8596325	-1
C_383639N1212444W001	653378.9365	4247649.877	12110	-157.506273	-97.42326772	-1
C_383642N1213113W001	647533.2172	4247574.093	12258	-87.64	13.65429134	-1
C_383696N1211927W001	657883.6543	4248369.614	11978	-335.2370866	-160.7984383	-1
C_383729N1213638W001	642929.1811	4248456.901	12097	-268.08	-109.9175984	-1
C_383735N1213338W001	645548.7573	4248570.382	11964	-34.11	-6.56167979	-1
C_383764N1214303W001	637113.2135	4248744.372	12245	-184.2022178	-85.29014436	-1
C_383844N1217587W001	608414.6154	4249195.128	10869	-148.7974278	-65.49788714	-1
C_383866N1213700W001	642360.6944	4249967.599	11962	-164.59	11.96675853	-1
C_383884N1214167W001	638278.3783	4250096.301	12093	-189.57	-58.57	-1
C_383922N1217299W001	610918.1456	4250094.898	10871	-162.48	-130.7277034	-1
C_383927N1211686W001	659938.2598	4250974.591	11851	-347.66	52.32950131	-1
C_383941N1213575W001	643437.6566	4250819.241	11829	-310.11	-66.12049869	-1
C_383945N1214450W001	635795.2496	4250731.164	12090	-198.97	-121.4079921	-1
C_384026N1212641W001	651576.9106	4251911.899	11840	-247.53	-181.7511286	-1
C_384082N1213845W001	641052.2396	4252342.267	11826	-205.99	-131.9299606	-1
C_384130N1213183W001	646822.8927	4252978.285	11696	-44.12	40.83275591	-1
C_384147N1214507W001	635259.7926	4252964.362	11956	-119.56	-69.12463255	-1
C_384162N1216814W001	615115.7066	4252817.529	10744	-115	-97.5164042	-1
C_384163N1211768W001	659170.306	4253579.356	11714	-10.65	129.1374016	-1
C_384170N1213002W001	648395.0442	4253451.153	11570	-148.61	-85.61656168	-1
C_384183N1212123W001	656066.5442	4253740.593	11709	-76.65	-29.62244094	-1
C_384196N1214733W001	633277.63	4253475.192	11954	-231.05	-136.0368766	-1
C_384218N1212247W001	654976.4691	4254108.072	11708	-234.14	-186.6229396	-1
C_384244N1214371W001	636428.9311	4254060.809	11822	-184.0375197	-122.0864042	-1
C_384251N1213346W001	645375.4596	4254295.196	11566	-233.7502493	-147.6419816	-1
C_384252N1211997W001	657151.6447	4254527.715	11711	-77.65	-11.23661417	-1
C_384260N1212853W001	649677.3346	4254473.99	11440	-99.12	-26.12	-1
C_384313N1217080W001	612769.9339	4254460.245	10631	-53.98	-33.98	-1
C_384325N1214427W001	635924.8829	4254951.388	11822	-152.56	-92.13972441	-1
C_384354N1211927W001	657740.5299	4255671.599	11583	-200.14	-123.1367192	-1
C_384374N1214022W001	639450.569	4255555.66	11690	-458.38	-374.3852493	-1
C_384425N1213031W001	648089.7482	4256276.259	11317	-137.12	-89.94480315	-1
C_384453N1213728W001	642001.1534	4256477.235	11562	-338.3217848	-253.3870735	-1
C_384453N1214628W001	634146.7274	4256342.341	11819	-183.85	-148.8290026	-1
C_384461N1211632W001	660291.7873	4256909.935	11456	-71.13	45.42905512	-1
C_384525N1213093W001	647528.2704	4257376.027	11316	-153.7517323	-105.4840157	-1
C_384526N1211695W001	659727.6321	4257620.319	11332	-71.63	33.34244094	-1
C_384527N1211747W001	659273.6334	4257622.41	11332	-71.84391076	31.84440945	-1
C_384532N1212856W001	649594.9795	4257491.936	11443	-205.62	-166.7043176	-1
C_384533N1216687W001	616164.9954	4256950.347	10519	-12.98	9.842519685	-1
C_384600N1211432W001	662006.153	4258487.468	11335	-15.15182415	42.65091864	-1
C_384600N1214102W001	638709.0385	4258051.512	11559	-119.07	8.462152231	-1
C_384738N1214249W001	637400.2145	4259560.866	11558	-344.56	-118.575748	-1
C_384742N1213146W001	647021.6987	4259775.639	11191	-111.6931759	-69.94350394	-1
C_384798N1212614W001	651651.0155	4260483.391	11073	-222.1	-191.4379265	-1
C_384799N1212317W001	654241.5786	4260543.839	11197	-110.61	-75.59687664	-1
C_384832N1211480W001	661535.53	4261053.636	11337	-13.61	85.30183727	-1
C_384848N1212192W001	655321.4536	4261108.63	11077	19.49	100.3499081	-1
C_384853N1210703W001	668308.3322	4261425.925	11223	130.38	196.8503937	-1
C_384931N1212618W001	651588.2488	4261958.672	11074	-661.6	-631.4343176	-1
C_384943N1211947W001	657437.8078	4262204.514	11078	-520.6	-27.58818898	-1
C_385021N1214948W001	631251.0165	4262599.313	11551	-163.49	-75.94866142	-1
C_385037N1212467W001	652882.7867	4263159.972	10954	-180.99	-136.3371129	-1
C_385047N1213636W001	642686.8903	4263083.158	11187	-77.59	-35.58343832	-1
C_385112N1213142W001	646981.3782	4263882.255	11189	-109.6065354	-95.83816273	-1
C_385117N1213241W001	646117.1579	4263921.968	11067	-111.59	-93.7396063	-1
C_385159N1212845W001	649561.2853	4264451.704	10952	-43.59	-27.38002625	-1
C_385162N1215818W001	623640.3419	4264043.466	10775	-241.97	-216.3062861	-1
C_385177N1212619W001	651527.9519	4264688.449	10954	-56.08	-19.96615486	-1
C_385239N1214685W001	633504.1615	4265056.321	11302	-262.7	-136.7275591	-1
C_385241N1211982W001	657067.7822	4265505.562	10844	-26.58	73.42656168	-1
C_385315N1212254W001	654680.6808	4266280.66	10842	-355.07	-267.605105	-1
C_385388N1213276W001	645757.2939	4266923.775	10948	-276.39	-239.7213648	-1
C_385411N1213099W001	647295.3255	4267207.226	10949	-76.48	-53.15683727	-1
C_385419N1216383W001	618672.209	4266820.943	10103	-202.4065223	-185.8815879	-1
C_385437N1215506W001	626312.4002	4267137.544	10785	-213.8986483	-190.4708268	-1
C_385469N1213389W001	644756.15	4267804.8	11064	-154.7	-73.7	-1
C_385478N1214266W001	637111.4615	4267770.203	11051	-110.56	-17.56426509	-1
C_385541N1211812W001	658483.9508	4268863.984	10720	49.64	114.8293963	-1
C_385543N1212592W001	651686.4479	4268754.542	10715	-332.07	-172.0713123	-1
C_385567N1214751W001	632868.4268	4268686.615	10927	-203.53	-150.5483727	-1
C_385571N1212250W001	654660.6892	4269122.278	10718	-221.56	-117.1206955	-1
C_385636N1213490W001	643842.6467	4269642.19	10944	-61.77	-32.34545932	-1
C_385650N1214998W001	630701.1235	4269572.255	11044	-228.96	-196.1447113	-1
C_385729N1215097W001	629824.355	4270434.892	11042	-385.46	-359.8376247	-1
C_385746N1215777W001	623897.5304	4270529.64	10440	-415.96	-401.6253543	-1
C_385774N1215491W001	626384.0837	4270879.319	10666	-259.2050787	-240.6260105	-1
C_385849N1213173W001	646561.352	4272056.035	10710	-8.14	0.360984252	-1
C_385923N1211621W001	660063.5566	4273136.373	10496	45.48	117.4983727	-1
C_385981N1211953W001	657159.3067	4273722.677	10387	129.08	190.2887139	-1
C_349836N1189228W001	872235.023	3878824.9	32456	138.108084	373.6034908	-1
C_350033N1189366W001	870885.3225	3880960.013	32429	-187.6840682	161.0282021	-1
C_350100N1188638W001	877503.1778	3881977.056	32483	-395.4512861	-42.31644357	-1
C_350128N1189084W001	873417.4858	3882119.768	32459	-214.74	343.2731234	2
C_350167N1189087W001	873372.3242	3882551.519	32459	-283.9015879	293.07479	2
C_350211N1189452W001	870019.5566	3882903.698	32394	-346.735	355.2597507	2
C_350241N1188479W001	878890.0122	3883602.469	32506	-329.0744882	176.1476247	-1
C_350291N1191763W001	848885.5269	3882957.705	32099	-1805.877008	-657.9239239	-1
C_350311N1188642W001	877369.4631	3884317.553	32506	-464.8999475	292.3464436	-1
C_350314N1188806W001	875870.7932	3884288.827	32485	-513.950315	249.1815748	-1
C_350325N1189484W001	869675.9338	3884157.124	32395	-302.485	395.515	-1
C_350336N1190155W001	863545.3216	3884032.202	32305	-335.7235433	341.8614304	2
C_350342N1188465W001	878971.1119	3884728.863	32505	-381.1273097	262.7168504	-1
C_350344N1188998W001	874104.1819	3884549.509	32460	-454.6803018	258.3256037	2
C_350358N1189473W001	869761.4594	3884527.482	32395	-316.5395538	373.502769	-1
C_350397N1189310W001	871231.8154	3885021.002	32395	-340.3783202	319.2696457	2
C_350419N1190307W001	862121.0188	3884898.025	32261	-576.44	170.5823097	2
C_350455N1189363W001	870721.7368	3885645.012	32395	-356.4025853	326.0419685	-1
C_350456N1188378W001	879712.5174	3886027.38	32507	-618.9263648	164.5706824	-1
C_350456N1189003W001	874007.3762	3885790.767	32461	-455.6414304	265.2247113	-1
C_350456N1189184W001	872355.1958	3885722.916	32432	-390.2201706	287.6984646	2
C_350458N1188640W001	877319.9817	3885949.953	32486	-572.7406693	288.8616929	-1
C_350472N1189855W001	866223.2154	3885651.596	32355	-366.123727	300.6718766	-1
C_350489N1190307W001	862090.0624	3885674.943	32261	-636.9152231	184.6349738	2
C_350489N1190648W001	858977.6974	3885551.454	32257	-1064.260197	45.52228346	1
C_350527N1188566W001	877963.6087	3886743.903	32487	-624.7262336	248.7012598	-1
C_350527N1189002W001	873984.065	3886579.203	32461	-452.8668241	255.3861286	-1
C_350528N1188470W001	878839.3856	3886791.502	32487	-649.7508399	202.3977822	-1
C_350541N1189491W001	869514.5369	3886551.954	32397	-360.6617717	326.7338976	2
C_350594N1189878W001	865958.7314	3886997.22	32310	-391.1361811	329.0452493	-1
C_350594N1190216W001	862874.0904	3886873.461	32262	-623.47	270.514252	2
C_350594N1190737W001	858119.4472	3886684.757	32258	-1199.473268	63.62581365	1
C_350594N1190892W001	856704.9376	3886629.099	32208	-1450.431667	80.16675853	-1
C_350600N1189259W001	871605.2106	3887293.191	32433	-418.8922441	270.1077559	2
C_350603N1190034W001	864531.0365	3887039.86	32309	-460.0138058	320.8270735	-1
C_350604N1189768W001	866958.1336	3887148.714	32355	-390.5927034	308.3587402	-1
C_350605N1192366W001	843249.2359	3886232.939	31945	-1312.024777	-221.3715617	2
C_350647N1190838W001	857174.6005	3887236.69	32208	-1309.712625	72.92188976	2
C_350667N1188431W001	879130.9445	3888349.216	32488	-611.9176509	126.1804462	-1
C_350672N1189013W001	873817.4153	3888184.489	32462	-451.4775197	192.1199213	-1
C_350675N1188645W001	877174.3085	3888356.674	32486	-608.2749606	158.7375066	-1
C_350686N1192609W001	840998.0774	3887048.346	31892	-1234.964738	-242.8397375	-1
C_350694N1191380W001	852208.5292	3887565.147	32104	-873.8243307	105.237021	2
C_350697N1189967W001	865100.535	3888107.727	32309	-388.2178609	379.2161942	-1
C_350703N1191315W002	852797.7441	3887688.057	32104	-761.2831234	164.9790157	-1
C_350750N1188518W001	878298.5943	3889237.371	32488	-603.5503937	98.20190289	-1
C_350750N1188828W001	875469.8635	3889119.918	32463	-607.9826378	90.70961942	-1
C_350756N1191534W001	850776.7694	3888198.847	32049	-1076.281312	-24.06182415	-1
C_350764N1189638W001	868072.539	3888972.591	32312	-353.9895013	367.0124672	-1
C_350766N1188954W001	874312.8083	3889250.024	32462	-542.8950394	107.3749738	-1
C_350766N1190413W001	861000.3544	3888710.808	32211	-652.0565748	242.2442782	2
C_350766N1191071W001	854996.7828	3888474.041	32161	-968.4412467	74.6607874	-1
C_350769N1190473W001	860451.5874	3888722.349	32211	-714.4819291	200.1578346	-1
C_350769N1191784W001	848490.2951	3888255.278	31998	-1318.013438	-134.0009711	-1
C_350772N1190953W001	856070.7872	3888582.798	32209	-1069.440092	46.62552493	-1
C_350772N1191087W001	854848.1982	3888534.924	32161	-936.2460367	82.50658793	-1
C_350772N1191359W001	852366.5454	3888438.255	32105	-784.0567323	123.2972703	2
C_350772N1191573W001	850414.0875	3888362.677	32049	-1109.344961	-41.35447507	-1
C_350778N1190826W001	857226.8951	3888694.916	32209	-1053.54836	45.10124672	2
C_350789N1190735W001	858052.3469	3888849.714	32210	-960.4906168	72.54547244	2
C_350789N1191632W001	849868.5242	3888530.585	32049	-1155.583478	-63.00408136	2
C_350819N1189128W001	872700.9667	3889772.955	32401	-657.8453281	65.15532808	2
C_350839N1192126W001	845340.504	3888912.899	31947	-1278.85185	-160.5821654	1
C_350842N1191092W001	854772.2113	3889310.036	32161	-855.0685302	65.30023622	-1
C_350844N1188426W001	879094.5082	3890315.775	32488	-547.5312073	58.89858268	-1
C_350844N1191901W001	847390.9843	3889046.724	31998	-1260.758176	-130.7388189	-1
C_350861N1190999W001	855612.3873	3889554.116	32209	-881.1635039	47.48249344	-1
C_350908N1190316W001	861822.55	3890322.086	32212	-370.3795538	118.1102362	2
C_350914N1189038W001	873478.7201	3890861.166	32402	-909.177021	-77.84893701	-1
C_350916N1188468W001	878677.9421	3891098.953	32489	-548.1491601	25.77931759	-1
C_350928N1192794W001	839209.7349	3889670.779	31773	-1124.496719	-230.9911417	-1
C_350930N1188516W001	878233.5514	3891236.078	32489	-571.0920735	7.420721785	-1
C_350930N1191157W001	854141.0974	3890263.541	32162	-755.2811155	60.35077428	-1
C_350931N1188615W001	877329.9164	3891209.562	32464	-613.9153937	-7.087637795	-1
C_350931N1189123W001	872695.5177	3891017.964	32403	-810.3874803	-25.57711286	2
C_350933N1188787W001	875759.8584	3891166.623	32464	-723.0143045	-47.16784777	-1
C_350936N1189506W001	869199.2803	3890930.58	32314	-429.0154068	292.8520472	2
C_350936N1189590W001	868432.9892	3890899.423	32313	-359.9786614	356.7703543	-1
C_350936N1191905W001	847315.411	3890066.358	31999	-1152.990945	-89.99422572	2
C_350944N1193226W001	835262.7568	3889701.884	31772	-1020.56252	-299.7124541	-1
C_350953N1190126W001	863535.8232	3890890.831	32264	-173.4040026	88.58267717	-1
C_350958N1190037W001	864345.4629	3890978.9	32264	-142.0622441	137.7952756	2
C_350967N1188378W001	879475.3433	3891699.355	32489	-449.1381759	71.10493438	-1
C_350969N1189590W001	868418.112	3891265.697	32313	-358.3492257	353.6684908	-1
C_350981N1191723W001	848956.3436	3890629.484	32051	-1027.699921	-49.45681102	-1
C_350983N1191003W001	855522.832	3890906.71	32162	-743.7404199	18.59291339	-1
C_350997N1188418W001	879096.5187	3892017.087	32489	-467.3415879	46.51339895	-1
C_351002N1189068W001	873164.8434	3891826.654	32403	-837.3308924	-67.87649606	2
C_351003N1188876W001	874915.8077	3891909.993	32402	-788.4746063	-95.72198163	2
C_351003N1189053W001	873301.216	3891843.385	32403	-848.907664	-80.09467192	-1
C_351006N1189862W001	865920.3382	3891575.919	32267	-148.444685	82.02099738	-1
C_351006N1193420W001	833467.9819	3890324.718	31696	-985.1322441	-348.9222703	-1
C_351008N1189193W001	872021.8696	3891846.402	32362	-729.0559449	20.7846063	2
C_351008N1189638W001	867962.6876	3891680.79	32313	-302.5989895	399.3452362	-1
C_351014N1190313W001	861802.9885	3891499.658	32213	-195.7199213	334.6456693	-1
C_351014N1192759W001	839493.266	3890637.13	31836	-1111.474068	-217.5377165	2
C_351019N1191108W001	854549.4638	3891268.767	32162	-717.9737139	18.50988189	1
C_351033N1188649W001	876972.6731	3892328.828	32465	-597.6545669	-47.21887139	-1
C_351036N1188640W001	877053.3844	3892365.541	32465	-590.9267454	-45.88573491	-1
C_351042N1190059W001	864107.3453	3891903.156	32215	-22.65447507	95.14435696	-1
C_351047N1190693W001	858322.4306	3891728.302	32165	-555.2318766	90.73301837	-1
C_351053N1193292W001	834616.1428	3890889.295	31697	-1011.616325	-331.3673097	-1
C_351064N1193315W001	834401.8855	3891003.631	31697	-1002.390604	-332.7938189	-1
C_351075N1188646W001	876980.6543	3892796.152	32465	-566.5497375	-47.28234908	2
C_351078N1189862W001	865888.0913	3892375.053	32267	-85.98665354	249.343832	2
C_351080N1192707W001	839940.075	3891387.35	31837	-1108.921273	-206.3533596	1
C_351083N1192590W001	841005.8349	3891460.706	31837	-1121.082979	-183.1974803	-1
C_351083N1193140W001	835990.0272	3891273.475	31698	-1030.662572	-292.3016798	2
C_351083N1193403W001	833591.5965	3891184.928	31696	-982.835	-350.8018635	-1
C_351086N1192692W001	840074.3739	3891459.066	31837	-1106.340367	-199.862021	-1
C_351092N1191149W001	854143.8606	3892064.347	32110	-683.9711811	2.118385827	1
C_351092N1191365W001	852173.9135	3891987.616	32109	-748.9861549	9.146062992	-1
C_351092N1191542W001	850559.6639	3891925.061	32108	-838.6995801	-5.090984252	1
C_351092N1193417W001	833460.2513	3891280.11	31696	-982.1873622	-356.897336	-1
C_351097N1190957W001	855892.7608	3892188.405	32110	-628.6107087	3.124527559	1
C_351105N1193221W001	835242.3182	3891490.283	31697	-1007.62731	-304.8474541	1
C_351105N1193260W001	834886.6666	3891477.141	31697	-999.3974934	-312.5789239	-1
C_351108N1192946W001	837748.8931	3891616.641	31774	-1053.850879	-240.7960892	-1
C_351133N1191371W001	852101.5206	3892440.526	32108	-731.4123622	5.773005249	1
C_351134N1190572W001	859387.7777	3892737.571	32165	-345.511706	205.8160499	1
C_351144N1188593W001	877432.1932	3893582.145	32440	-477.7413386	-20.32565617	2
C_351144N1189862W001	865858.5265	3893107.593	32267	-47.09653543	239.5013123	-1
C_351150N1189631W001	867962.5675	3893259.467	32269	-277.1211549	85.30183727	-1
C_351150N1191374W001	852066.8342	3892628.137	32108	-735.2743701	-6.568333333	-1
C_351152N1188891W001	874710.6155	3893558.169	32404	-682.9434121	-84.58776903	2
C_351152N1188896W001	874665.0138	3893556.283	32404	-728.2295013	-127.2130971	2
C_351156N1189501W001	869145.4691	3893374.272	32315	-406.5227428	270.9985827	-1
C_351158N1189945W001	865095.3038	3893232.459	32215	48.49993438	259.1863517	-1
C_351158N1191853W001	847695.2622	3892548.327	32000	-937.8080184	-16.28800525	-1
C_351169N1189451W001	869595.5888	3893537.147	32315	-452.4390814	225.9752887	-1
C_351169N1191103W001	854529.9663	3892935.33	32110	-630.6363911	-18.49531496	-1
C_351186N1189956W001	864982.4702	3893539.192	32215	72.50158793	160.7611549	-1
C_351186N1190128W001	863413.9123	3893476.159	32214	234.0263648	236.2204724	-1
C_351200N1188690W001	876521.6762	3894166.928	32406	-503.4572047	-45.79217848	2
C_351217N1189565W001	868534.2524	3894027.572	32315	-337.278622	313.9812205	2
C_351219N1189053W001	873202.4984	3894240.87	32362	-667.287874	-34.97783465	2
C_351219N1190126W001	863417.4633	3893843.157	32214	-999.	999.	2
C_351219N1190132W001	863362.7485	3893840.963	32214	295.3	311.67979	1
C_351221N1189908W001	865404.5455	3893945.299	32215	-0.568346457	298.5564304	-1
C_351222N1189515W001	868987.9608	3894101.624	32315	-386.9301969	268.7479528	-1
C_351222N1189901W001	865467.9321	3893958.972	32267	25.00652231	193.5695538	-1
C_351222N1193230W001	835112.2452	3892785.67	31697	-994.6474541	-311.6369554	-1
C_351225N1193409W001	833478.91	3892758.766	31600	-956.1149213	-346.9272572	1
C_351228N1188640W001	876964.7411	3894496.677	32406	-508.0487402	-82.32564304	2
C_351228N1193345W001	834061.2273	3892813.547	31600	-971.3387664	-336.6563517	2
C_351228N1193603W001	831708.8312	3892727.15	31598	-872.5618898	-339.2206824	-1
C_351228N1193603W002	831708.8312	3892727.15	31598	-872.5615617	-339.2200262	-1
C_351229N1193238W001	835036.4299	3892860.656	31697	-1017.553425	-338.9963386	1
C_351230N1192990W001	837297.2629	3892955.625	31699	-1016.097073	-238.3526509	-1
C_351231N1191987W001	846442.3291	3893311.705	31949	-908.322126	12.1125853	2
C_351233N1191590W001	850061.4663	3893473.009	32052	-778.9741732	-2.926272966	-1
C_351233N1192267W001	843888.376	3893236.663	31897	-990.4364698	-45.9860105	-1
C_351241N1190396W001	860945.5882	3893988.926	32166	-66.87207349	288.7139108	-1
C_351247N1190518W001	859830.4562	3894011.273	32166	-200.3205643	262.4573228	1
C_351247N1193459W001	833014.0462	3892986.149	31599	-933.9055381	-348.553832	-1
C_351255N1193249W001	834925.47	3893145.487	31600	-972.0649738	-302.628622	2
C_351291N1188971W001	873917.3172	3895070.866	32363	-630.8695669	-54.32330709	-1
C_351291N1188971W002	873917.3172	3895070.866	32363	-631.3689108	-54.82330709	-1
C_351297N1191816W001	847973.4346	3894103.928	32001	-806.1035433	24.36430446	1
C_351300N1189357W001	870393.4227	3895026.16	32317	-508.1190157	133.2343307	2
C_351300N1192081W001	845556.0069	3894044.75	31950	-869.9166142	37.82223097	2
C_351300N1192870W001	838362.4131	3893773.256	31775	-1025.966024	-221.0178609	-1
C_351303N1191903W001	847177.651	3894140.087	32001	-829.234357	27.46577428	2
C_351303N1192078W001	845582.0895	3894079.088	31950	-865.58	40.43968504	-1
C_351304N1191820W001	847933.9807	3894180.215	32001	-822.075853	6.011745407	1
C_351305N1193205W001	835306.1117	3893715.204	31601	-980.1829134	-302.8672966	-1
C_351306N1191459W001	851224.5773	3894329.412	32053	-691.1992257	-7.882296588	2
C_351306N1193137W001	835925.6601	3893749.265	31699	-991.6351706	-287.0160761	-1
C_351308N1193098W001	836280.4018	3893784.65	31699	-996.9475066	-277.2598425	-1
C_351319N1188487W001	878317.8585	3895564.913	32442	-406.9229921	12.13409449	2
C_351319N1189802W001	866327.1982	3895072.044	32268	-91.57809711	255.9055118	-1
C_351333N1193521W001	832413.7428	3893919.781	31599	-889.3666667	-345.7150919	-1
C_351339N1189878W001	865625.2618	3895266.029	32216	-21.427979	131.2335958	-1
C_351339N1192256W001	843944.0187	3894416.862	31898	-908.3997244	-14.16973753	-1
C_351364N1188598W001	877284.8854	3896022.18	32407	-482.2024409	-31.8405643	2
C_351364N1189898W001	865431.7091	3895536.147	32217	-16.73505249	118.1102362	-1
C_351366N1189683W001	867391.0971	3895637.652	32270	-274.2265879	288.7139108	1
C_351366N1191460W001	851189.6432	3894994.963	32003	-659.2643438	-1.677073491	-1
C_351366N1192346W001	843112.1409	3894685.393	31839	-950.1457874	-70.32262467	1
C_351366N1192605W001	840750.9374	3894596.264	31776	-985.3634514	-131.8847769	1
C_351367N1188781W001	875614.9025	3895986.118	32364	-558.3526772	-64.25786089	2
C_351367N1189767W001	866624.7674	3895617.716	32269	-145.6515748	249.343832	-1
C_351371N1192603W001	840767.0831	3894652.439	31776	-990.3205381	-138.2099738	1
C_351373N1192354W001	843036.2656	3894760.316	31839	-950.6648163	-74.31835958	1
C_351375N1191812W001	847976.6516	3894970.992	32001	-758.1867717	29.69380577	2
C_351375N1192351W001	843062.7747	3894783.548	31839	-920.8035958	-45.27374016	-1
C_351375N1193223W001	835113.2692	3894485.967	31601	-962.9762205	-309.845315	-1
C_351378N1191634W001	849598.1539	3895066.776	32002	-708.854252	12.67494751	2
C_351385N1190757W001	857590.644	3895456.614	32113	-325.2744226	4.730826772	1
C_351385N1190757W002	857590.644	3895456.614	32113	-325.1734383	4.830826772	-1
C_351386N1191088W001	854572.4949	3895349.067	32054	-517.4600131	-32.83304462	1
C_351389N1191281W001	852811.6448	3895313.649	32003	-591.9779134	-19.52942257	-1
C_351399N1192429W002	842341.6171	3895022.996	31839	-943.9466404	-82.54047244	1
C_351427N1188702W001	876307.5461	3896682.003	32407	-528.6235171	-58.85120735	2
C_351433N1188512W001	878037.0651	3896820.765	32408	-449.7754462	-31.80530184	1
C_351433N1188702W001	876304.7781	3896748.601	32407	-526.8118373	-58.19339895	2
C_351433N1188959W001	873961.6542	3896651.518	32364	-596.773084	-61.50044619	2
C_351436N1188834W001	875099.9232	3896731.96	32364	-563.3634908	-64.08757218	2
C_351439N1188982W001	873749.2104	3896709.456	32363	-592.2179659	-52.05720472	2
C_351439N1189240W001	871397.0146	3896612.662	32318	-562.9766142	29.66675853	2
C_351444N1188371W001	879317.4979	3896996.633	32409	-417.4847769	-30.64849081	-1
C_351444N1188826W001	875169.181	3896823.779	32364	-561.3004987	-65.8310105	2
C_351447N1192162W001	844755.392	3895648.033	31899	-812.7932546	19.82715223	2
C_351448N1192000W001	846231.735	3895715.475	31951	-792.2824803	12.38451444	-1
C_351450N1191459W001	851162.6097	3895927.582	32002	-625.9744751	0.27355643	2
C_351450N1191634W001	849567.3087	3895865.855	32002	-670.6831496	19.40969816	-1
C_351450N1191806W001	847999.3665	3895805.462	32001	-709.5150131	39.38032808	-1
C_351450N1191992W001	846303.813	3895740.46	31951	-756.6754593	45.06502625	2
C_351456N1191984W001	846374.1927	3895809.838	31951	-733.1075459	63.56666667	-1
C_351483N1191806W001	847985.2909	3896171.704	31952	-689.2741995	44.28059055	2
C_351486N1191815W001	847901.9717	3896201.846	31952	-689.1918504	45.79108924	-1
C_351489N1189495W001	869049.5718	3897072.562	32272	-335.3971522	238.9601312	-1
C_351505N1190050W001	863982.9269	3897045.3	32219	-84.01841207	239.5013123	1
C_351506N1189770W001	866534.9555	3897159.393	32218	-212.7169816	137.7952756	-1
C_351511N1188253W001	880362.0877	3897785.465	32443	-396.0054199	-36.01395013	2
C_351511N1190210W001	862521.7144	3897053.366	32169	-27.04051181	285.4330709	1
C_351511N1190405W001	860744.138	3896982.352	32115	-109.6338714	265.8772835	-1
C_351512N1190211W001	862512.1541	3897064.099	32169	-67.88801837	246.0629921	1
C_351512N1190211W002	862512.1541	3897064.099	32169	-66.48834646	249.343832	1
C_351514N1190718W001	857889.6132	3896902.396	32113	-290.4935827	50.44309711	1
C_351514N1190728W001	857798.4573	3896898.793	32057	-317.3363648	24.19939633	1
C_351514N1190774W001	857379.1407	3896882.229	32057	-340.8266929	6.118188976	1
C_351516N1190906W001	856175.0153	3896857.004	32057	-403.5993176	-20.12458005	1
C_351517N1192170W001	844652.8929	3896422.124	31899	-780.8298294	16.23414698	-1
